,group,names,scores,logfoldchanges,pvals,pvals_adj
331149,19,PTK7,9.345205,2.5357137,9.171164606791446e-21,3.7487673544145414e-19
331154,19,SEPTIN11,9.2443905,1.5590806,2.3658439369917128e-20,9.514189486105472e-19
331165,19,ENSHGLG00000005783,9.003816,1.663166,2.180059150074391e-19,8.435859995610082e-18
331170,19,BMPER,8.907842,1.6624223,5.203583535007326e-19,1.9783842815520212e-17
331178,19,KLHL2,8.8082075,1.6030043,1.2716306846752888e-18,4.721301729691003e-17
331197,19,ADGRG6,8.565187,1.9784261,1.0790031490620778e-17,3.818837771263813e-16
331200,19,ETV5,8.532548,1.7728375,1.4315906357555852e-17,5.015752060445071e-16
331202,19,GK5,8.469073,1.8755046,2.473538859493319e-17,8.631609651374181e-16
331212,19,ATL2,8.394298,1.8775241,4.686889241913319e-17,1.6002510268516987e-15
331217,19,FXYD6,8.279545,1.7567106,1.2364672894630229e-16,4.1725978510503135e-15
331228,19,PCDH10,8.159103,1.5741076,3.375216077506649e-16,1.1047488262711143e-14
331239,19,MAP2K1,8.033349,1.5430971,9.484755554571052e-16,3.024872682632706e-14
331243,19,WWC2,7.9808626,1.6179302,1.4531430629893375e-15,4.583981912288647e-14
331246,19,MARCHF4,7.971178,1.6798786,1.5716907601902077e-15,4.931144361656232e-14
331261,19,RALA,7.808306,1.870775,5.796152425343983e-15,1.76140317945052e-13
331275,19,DIXDC1,7.6756477,1.5457838,1.6458476743296347e-14,4.874004345765634e-13
331281,19,KCNK9,7.624149,1.5787753,2.456495466571099e-14,7.17700596634271e-13
331308,19,AHCYL1,7.340178,1.5713977,2.133098763985774e-13,5.886473657255829e-12
348260,20,LHFPL3,47.3454,6.5284176,0.0,0.0
348261,20,PCDH15,44.30892,5.846076,0.0,0.0
348262,20,PTPRZ1,42.438065,6.0230303,0.0,0.0
348263,20,ITPR2,41.067455,6.962363,0.0,0.0
348264,20,SOX6,40.22453,5.8111844,0.0,0.0
348265,20,AGAP1,38.295635,4.442666,0.0,0.0
348266,20,XYLT1,38.01639,4.4786687,0.0,0.0
348267,20,NOVA1,37.69355,5.1093774,0.0,0.0
348268,20,BRINP3,36.775215,4.2939034,4.598205013845247e-296,6.159118762006714e-293
348269,20,CDH20,33.352406,4.035451,6.722542831048541e-244,6.161033595634118e-241
348270,20,NXPH1,31.664404,4.482916,4.804269175031267e-220,3.802579052037249e-217
348271,20,ENSHGLG00000003074,30.784302,4.005601,4.25139819323246e-208,2.6439141692413153e-205
348272,20,SH3D19,29.439226,4.204844,1.7295770344049507e-190,8.857977911792177e-188
348273,20,NPAS3,29.05838,3.3884907,1.205934797223829e-185,5.8330396177940375e-183
348274,20,PDLIM5,28.92435,5.336813,5.900145405503619e-184,2.7767359985414735e-181
348275,20,STK32A,28.63212,5.823486,2.676802947706011e-180,1.1951581981642248e-177
348276,20,CADPS2,28.105494,3.7945306,8.392978988817957e-174,3.3987661193555135e-171
348277,20,DOCK10,27.959734,5.4278483,5.020083128862577e-172,1.986697898247365e-169
348278,20,KIF13A,27.88253,4.926264,4.345843184950608e-171,1.6816481639898874e-168
348279,20,DSCAM,27.800606,2.807741,4.265252509521066e-170,1.614583520615007e-167
348280,20,FCHSD2,27.773335,3.3908856,9.108707391657728e-170,3.3746791874667242e-167
348281,20,FSTL4,27.698433,3.9543636,7.292301706210003e-169,2.5914459104129545e-166
348282,20,CASK,27.588375,3.7133334,1.534154379693934e-167,5.238084355609896e-165
348283,20,GPC6,27.53317,2.8651953,7.039116304014867e-167,2.269854300033535e-164
348284,20,TNK2,27.255093,4.286603,1.446239994097696e-163,4.341961554693651e-161
348285,20,GAS2,26.956871,5.523945,4.738741125066898e-160,1.3752616535131648e-157
348286,20,CNTN1,26.746801,3.172172,1.3452039378362971e-157,3.71810097929261e-155
348287,20,EPN2,26.59287,5.2211056,8.207669221734311e-156,2.1987714485855316e-153
348288,20,REV3L,26.578037,3.3176024,1.2181813699745491e-155,3.2139685144495185e-153
348289,20,UNC13C,26.28792,3.7922146,2.6359091712347505e-152,6.652041507059522e-150
348290,20,PRSS48,25.859903,4.2304325,1.8827956344622348e-147,4.68358862612727e-145
348291,20,ZNF462,25.232958,3.7805974,1.7425136689229858e-140,3.9405701970072664e-138
348292,20,DNM3,25.221666,2.7520165,2.3178000437233076e-140,5.174340020686405e-138
348293,20,ENSHGLG00000017862,25.004272,3.2416596,5.493039418843081e-138,1.195628692503932e-135
348294,20,ALCAM,24.905563,3.4579313,6.476199375258126e-137,1.3752446307484118e-134
348295,20,PDE4B,24.555382,2.7164595,3.7887654553558785e-133,7.497019644785445e-131
348296,20,ARHGAP42,24.41936,4.323406,1.0653052540262667e-131,2.0842876840853237e-129
348297,20,CHST11,24.058002,5.2065587,6.883754879588171e-128,1.261756039139672e-125
348299,20,ADARB2,23.185257,3.4789796,6.413392724011131e-119,1.0738116106077482e-116
348301,20,DPP6,22.9453,2.3272307,1.6416695172386155e-116,2.622604706759267e-114
348303,20,SMARCC1,22.814234,3.0132775,3.3120969398192408e-115,5.195814775952472e-113
348307,20,LIMS2,21.719553,7.2608953,1.3407615993333054e-104,1.85291124834848e-102
348309,20,CALCRL,21.114342,4.217004,5.872311416125092e-99,7.518717550660752e-97
348310,20,B9D1,21.003168,5.1337137,6.135348639937483e-98,7.576938004768183e-96
348311,20,SLC22A3,20.976969,5.2315087,1.0646543420308631e-97,1.3055511308298181e-95
348312,20,ADAMTS19,20.659456,3.7448378,8.026255809281143e-95,9.255708106424674e-93
348313,20,TNR,18.446606,3.0339248,5.552435191723995e-76,4.9078453803801994e-74
348315,20,TRIM9,17.816263,2.757773,5.285144179058261e-71,4.202292949312397e-69
348316,20,PHLPP1,17.764778,3.0065706,1.3246371889567713e-70,1.0484503350592846e-68
348317,20,MAP3K1,17.634623,5.2217407,1.335831894966148e-69,1.0202123152212954e-67
348318,20,IGF2BP3,17.627796,3.1268778,1.5072730613029388e-69,1.1461199046492608e-67
348319,20,PID1,17.333178,3.3566334,2.6431282224431987e-67,1.95850177605972e-65
348320,20,MYT1,17.319004,4.874848,3.3816240925902676e-67,2.4845662584081995e-65
348321,20,USP24,17.100058,2.5632946,1.482571303892133e-65,1.0409683110755528e-63
348322,20,CA10,16.91756,2.2769456,3.339759330637823e-64,2.271688641577985e-62
348323,20,STARD13,16.641487,4.623962,3.488451072697662e-62,2.2250695431825786e-60
348324,20,ZEB1,16.6106,4.5314264,5.8406014810097085e-62,3.711766189373068e-60
348325,20,CHD7,16.607456,4.3956194,6.154772024492753e-62,3.8972016459088114e-60
348327,20,HIP1,16.121216,3.2257593,1.8101211350878408e-58,1.0577060176269992e-56
348328,20,TMEM50B,16.038706,3.4653988,6.85680227459836e-58,3.9535595366748764e-56
348329,20,UNC80,15.95848,2.5899367,2.487148455841885e-57,1.4107073635692098e-55
348330,20,ARHGEF3,15.725888,5.418151,1.0053105167521062e-55,5.504865417674348e-54
348332,20,PDGFRA,15.661619,7.2572675,2.7676132113535012e-55,1.482844579978416e-53
348333,20,NCALD,15.2958355,3.7294884,8.150851508190243e-53,4.066784450203917e-51
348334,20,ENPP1,14.972244,5.930281,1.114943353543759e-50,5.2900568433944076e-49
348335,20,KCNIP1,14.801736,2.778351,1.4274976794533163e-49,6.5070725372567e-48
348336,20,SLC9A9,14.633971,2.6723964,1.705360076425643e-48,7.614214105333262e-47
348337,20,MMD2,14.282071,3.1006165,2.83060614000885e-46,1.1992541293424356e-44
348338,20,PLCL1,14.257771,2.3173995,4.010646651324734e-46,1.6950822849397473e-44
348339,20,PLPPR1,14.22029,1.9614608,6.8568395211337736e-46,2.890996285266402e-44
348340,20,ADAM12,14.108229,2.5296354,3.379606247565811e-45,1.4045127348177438e-43
348341,20,NCKAP5,13.9551115,1.8965151,2.928433930538041e-44,1.1776632801953558e-42
348342,20,ENSHGLG00000010244,13.871757,3.3415654,9.394712294914481e-44,3.709526648329838e-42
348343,20,GLDC,13.734908,3.3168392,6.273533476859763e-43,2.4384160364410503e-41
348345,20,PCDH17,13.276679,2.5909495,3.1610470980408344e-40,1.1233329207792867e-38
348346,20,GRHL2,13.155861,3.4755216,1.5747890454863867e-39,5.539757908899889e-38
348347,20,MPHOSPH9,13.140845,2.9179387,1.9207009043108788e-39,6.738369622069357e-38
348348,20,GPC5,13.140744,2.3220487,1.9232583140001553e-39,6.738369622069357e-38
348349,20,PRKCA,12.9473915,1.9785798,2.430748258543116e-38,8.20283322209521e-37
348350,20,NEU4,12.858143,7.1850615,7.741407761316586e-38,2.5774595286387326e-36
348351,20,PRKD1,12.854794,2.1834948,8.084137849252418e-38,2.681316045124426e-36
348352,20,PHACTR3,12.787445,2.1001563,1.9270588038474994e-37,6.319373813822318e-36
348354,20,SERPINE2,12.713829,5.3792515,4.954735400416477e-37,1.6006828854814864e-35
348355,20,KLF12,12.673628,2.305553,8.279469978661247e-37,2.6453286374023543e-35
348356,20,ARNT2,12.346162,2.3461103,5.109114120235589e-35,1.5312393145552891e-33
348357,20,ZCCHC24,12.189283,5.4098315,3.5452730131907103e-34,1.0340676545844193e-32
348359,20,PREX1,11.958653,2.554144,5.8503110849170024e-33,1.637804934431829e-31
348360,20,ENSHGLG00000017315,11.94249,2.4535117,7.106338865956152e-33,1.9830557479630525e-31
348362,20,GRIK4,11.785429,2.1413498,4.640506682860916e-32,1.2508536047779742e-30
348363,20,TSPAN7,11.7189665,2.123252,1.0190708911719598e-31,2.7174703565049517e-30
348364,20,USP54,11.697574,3.1752245,1.311504756347475e-31,3.465437378190984e-30
348365,20,GALNT10,11.653637,2.482953,2.1987084383217775e-31,5.757309779924378e-30
348366,20,NTN4,11.499252,4.4290514,1.3306270470825143e-30,3.3825122293208496e-29
348367,20,GPSM2,11.251452,4.07777,2.2780825472889917e-29,5.563569620749399e-28
348368,20,CDK6,11.110921,3.8053749,1.1100869072760795e-28,2.640702638852237e-27
348369,20,PARD3,11.06916,2.1533554,1.7705210226659564e-28,4.1549976506310375e-27
348370,20,SORCS3,11.006644,2.2604203,3.549806608537939e-28,8.230730023231842e-27
348371,20,FSTL5,10.97462,1.9353741,5.061819561056335e-28,1.170537370739362e-26
348372,20,HLCS,10.943131,2.854511,7.168061678973129e-28,1.6488435669215204e-26
348374,20,ZNF608,10.80024,2.18801,3.4330714365151276e-27,7.634747499877129e-26
348375,20,APBB1IP,10.796519,3.5873394,3.575008295137101e-27,7.930142604232146e-26
348377,20,KCND3,10.708939,2.4896066,9.241549527146486e-27,2.0165802245138064e-25
348378,20,SHC3,10.649305,2.0109255,1.7567101923640736e-26,3.7999496372218154e-25
348380,20,ATCAY,10.38151,2.2807832,3.009786647821456e-25,6.151339776821011e-24
348383,20,PDE7B,10.171286,2.7914793,2.6636827551881805e-24,5.2469126488791615e-23
348385,20,SCFD2,10.099807,1.602131,5.535103947646913e-24,1.0757005026827644e-22
348386,20,CDK14,10.090913,1.7938974,6.060344818067304e-24,1.1738463216574635e-22
348388,20,ST8SIA1,9.898605,2.5907993,4.221188036434841e-23,7.852943085303407e-22
348390,20,PLD5,9.496355,2.5769527,2.173647980887987e-21,3.743791522374136e-20
348392,20,GNE,9.467892,2.5636864,2.8554778315397274e-21,4.874748576529537e-20
348396,20,SEMA6A,9.372362,2.1492302,7.092696621819717e-21,1.18526992587089e-19
348397,20,UBASH3B,9.369906,1.6241658,7.259668948487174e-21,1.212009735378784e-19
348399,20,ETV5,9.273817,2.6235573,1.7960080808855805e-20,2.9531528529235707e-19
348400,20,SEMA5A,9.234745,2.6544328,2.5890139947813268e-20,4.225164076019423e-19
348401,20,ZNF827,9.151661,2.036857,5.606490461889538e-20,8.972961251184056e-19
348403,20,SGCD,8.994457,2.0538497,2.3740195735739295e-19,3.664787485340676e-18
348405,20,DOCK1,8.940917,2.47856,3.8595467636180963e-19,5.905649191114404e-18
348406,20,ZC3H11A,8.906278,2.0776875,5.277474795626512e-19,8.018906511016096e-18
348408,20,KCNH8,8.695501,2.391706,3.4530084734301568e-18,5.0315679119530815e-17
348411,20,FYN,8.509729,2.4239628,1.7433998947559806e-17,2.4482114812407974e-16
348413,20,MEGF11,8.441113,2.5554929,3.143288502903971e-17,4.3543422992097737e-16
348414,20,ENSHGLG00000005195,8.411078,2.0738611,4.062580509580298e-17,5.605524121499345e-16
348415,20,SDK1,8.387963,1.6041154,4.9463629139907e-17,6.776633943455551e-16
348416,20,THSD7A,8.369416,1.7291073,5.79045672465398e-17,7.871133719469146e-16
348417,20,NR6A1,8.303163,2.0737412,1.0137615759691565e-16,1.355808780518504e-15
348426,20,TOX,7.896482,1.515799,2.868852915546896e-15,3.5454461191212274e-14
348431,20,SS18,7.8166637,2.2640479,5.424176054196428e-15,6.586553530803515e-14
348434,20,CCSER2,7.587635,2.0252252,3.257970177531408e-14,3.799801386560912e-13
348435,20,NCOA3,7.5490885,2.067426,4.38314315170074e-14,5.06460993368049e-13
348436,20,ANKRD11,7.544091,2.224011,4.5545148255736035e-14,5.25565054060392e-13
348439,20,COG3,7.4476285,1.989766,9.503290421153022e-14,1.0766479902637448e-12
348446,20,PCDHGC5,7.2374964,1.6414434,4.570437225467484e-13,4.989656639941397e-12
348450,20,RBPJ,7.188506,1.9219824,6.550414431503039e-13,7.062685231935754e-12
348459,20,ENSHGLG00000018937,6.712974,1.9310377,1.9069687815143944e-11,1.8824289905051105e-10
348462,20,RSF1,6.620475,1.5203693,3.580470978944848e-11,3.471422113383443e-10
348467,20,CNTLN,6.4958506,1.6587838,8.25656228454339e-11,7.800950573019753e-10
348473,20,WDPCP,6.3450146,1.7501781,2.2240430686168047e-10,2.0339948505159885e-09
348488,20,STIM2,5.9381504,1.646708,2.8825585564367233e-09,2.4050786843906402e-08
348494,20,PSMD1,5.611139,1.6374717,2.0099963265371673e-08,1.5723300105117563e-07
365673,21,TSHZ2,34.325245,6.6762643,3.2975003790252123e-258,5.7419374099966025e-254
365677,21,LDB2,22.105043,3.1824818,2.826666303773165e-108,9.844148069520424e-105
365678,21,RYR3,21.98558,2.6424947,3.9570444542775385e-107,1.1484002513722463e-103
365679,21,PTPRT,20.36467,2.6291568,3.441684771617997e-92,8.561436704026311e-89
365682,21,GPR39,18.410246,3.382676,1.0872677543756775e-75,1.8932593406943673e-72
365683,21,CDH20,18.386635,2.7228136,1.680935321562102e-75,2.660920614032808e-72
365685,21,PLXNA4,17.15376,2.1926308,5.891402011408005e-66,7.891306401895969e-63
365687,21,SHROOM3,17.002682,2.5124073,7.844839205936081e-65,9.106812339531e-62
365688,21,NELL2,16.985834,2.0543542,1.0455730645353341e-64,1.1379102357971109e-61
365690,21,SCHIP1,16.745285,2.355485,6.129691605058222e-63,5.929795551048823e-60
365691,21,CACNB2,16.71609,2.4314158,1.0007354672317667e-62,9.171477205740396e-60
365695,21,SATB2,14.904964,2.1214797,3.0597637208394823e-50,2.316507203085996e-47
365696,21,ENSHGLG00000009229,14.859516,2.589655,6.035993734587519e-50,4.379364954182186e-47
365697,21,PCSK2,14.678376,2.0008798,8.868847073479171e-49,6.1773293636197125e-46
365698,21,TSHZ3,14.5972395,2.682336,2.9245098861034195e-48,1.9586342556430323e-45
365701,21,TCERG1L,12.9790125,2.461828,1.6094167443014154e-38,9.341591256173517e-36
365702,21,HS6ST2,12.565063,2.225204,3.2860991799680156e-36,1.8458337103478405e-33
365703,21,KHDRBS3,12.543077,1.5952775,4.3381699839717906e-36,2.3606423103406497e-33
365704,21,BCL11A,12.493093,1.6760454,8.142587298978494e-36,4.170202136385662e-33
365705,21,SOBP,12.420927,1.8120484,2.0121698582871002e-35,9.732753817320355e-33
365707,21,HDAC9,12.282717,1.9315053,1.1216723886790212e-34,5.008123411299434e-32
365710,21,DAB1,11.564784,1.6001431,6.214721112387533e-31,2.576593779285812e-28
365711,21,TRIQK,11.0879135,4.3310056,1.4359778013279645e-28,5.68288214875542e-26
365714,21,CAMK4,10.650925,1.9632846,1.72642249233372e-26,6.012438971801413e-24
365715,21,ST6GALNAC5,10.497193,1.8045622,8.898692193226163e-26,3.038292689424454e-23
365717,21,CDH8,10.389335,1.5692723,2.772793787160048e-25,8.941233002929244e-23
365721,21,LMO4,9.688791,1.8087364,3.3648619340939265e-22,9.765390143062924e-20
365722,21,ELMOD1,9.584267,1.5740423,9.311667193726387e-22,2.615226787812219e-19
365732,21,NRP1,8.829588,1.9210929,1.0506161545824514e-18,2.375893389577172e-16
365734,21,FGF13,8.780998,1.5149053,1.6203041964775687e-18,3.571437591552393e-16
365738,21,ACVR2A,8.471933,1.7670023,2.4135239848201696e-17,4.886824784613211e-15
365739,21,TNR,8.328263,1.5356717,8.203667868510398e-17,1.639111408343071e-14
365744,21,MTMR12,8.016385,1.9102769,1.0890282114465329e-15,1.954974045970977e-13
365746,21,SAMD5,7.895875,1.7093161,2.8828504816956914e-15,5.019907543776707e-13
365747,21,TIAM1,7.4027343,1.6447657,1.3340862850731458e-13,2.1118585892707897e-11
365749,21,GRB14,7.338937,1.6277528,2.15296921961327e-13,3.317668408949192e-11
365760,21,FAM135B,6.550431,1.6154777,5.737133214261178e-11,7.085156075172332e-09
365770,21,ZBTB16,6.322799,1.9238609,2.56867193330621e-10,2.8309040743456347e-08
383086,22,SLIT3,37.905075,3.632356,0.0,0.0
383087,22,SCHIP1,33.22677,3.169495,4.421480748533934e-242,3.84956221371107e-238
383088,22,ST6GALNAC5,32.37587,3.3167338,6.001406272616997e-230,3.483416247502659e-226
383089,22,SLIT2,31.147337,3.466591,5.5111139957834606e-213,2.399125700214435e-209
383090,22,NRP1,31.127682,3.8734875,1.0170066702048053e-212,3.541827429655255e-209
383094,22,TMEFF2,26.736492,2.6981537,1.7729623262992556e-157,3.430288109760993e-154
383095,22,SLC24A2,25.612722,2.8151426,1.1008442575816923e-144,1.916900105727001e-141
383096,22,LMO7,25.249342,2.649022,1.1515693222435723e-140,1.822934237111575e-137
383098,22,SHISA6,24.954681,2.8173807,1.8996204311420806e-137,2.544468505190542e-134
383099,22,CCSER1,24.375208,2.1396754,3.133756183458404e-131,3.637873094837413e-128
383101,22,NTRK3,23.3414,2.1443574,1.685165178068362e-120,1.7261047791590815e-117
383102,22,NEBL,23.110003,2.132844,3.672956660130706e-118,3.553177462380888e-115
383103,22,AK5,22.683228,2.2267673,6.559810348124162e-114,6.011893557467685e-111
383106,22,NELL1,21.702278,2.2603178,1.9524708703197065e-104,1.478190228907698e-101
383107,22,KCNN2,21.291683,2.9081328,1.3556962282647078e-100,9.836141009488898e-98
383108,22,CACNB2,20.776176,2.0326395,7.1101173480571795e-96,4.952338935268787e-93
383109,22,SLC24A3,20.64124,1.9682944,1.170251112220579e-94,7.837531775806517e-92
383110,22,PDE1A,19.882145,1.837774,5.809571234523174e-88,3.612930853812573e-85
383111,22,NKAIN3,19.869364,1.9146922,7.494538231685686e-88,4.500082559598029e-85
383112,22,NCKAP5,19.808056,1.8802434,2.536904700004135e-87,1.4725040513724e-84
383113,22,ST6GALNAC3,19.165394,1.9493004,7.201039401394687e-82,4.044893519241474e-79
383114,22,SH3RF1,19.13009,2.6157565,1.4182779419587437e-81,7.717648063539877e-79
383115,22,SLC4A7,18.849623,1.9875145,2.959462966849875e-79,1.5616099588411175e-76
383117,22,PRKCA,18.498636,1.8947535,2.117659186366281e-76,1.0535656974913156e-73
383118,22,FAT4,18.362085,2.246538,2.642646826811763e-75,1.2782335887575896e-72
383119,22,EML5,18.272741,1.7574775,1.3642438417436096e-74,6.420426490886886e-72
383120,22,ENO4,18.216143,1.6158727,3.84311732094103e-74,1.7610579449880564e-71
383121,22,AMPH,17.904484,1.9016501,1.0879744948859047e-71,4.857666635755964e-69
383122,22,KCTD16,17.496418,1.6718564,1.5256993720692434e-68,6.641750791460435e-66
383123,22,EPHA6,17.454405,1.6187385,3.1867684113527798e-68,1.3534438621191698e-65
383125,22,ELMOD1,17.063608,1.8013322,2.769145895641815e-65,1.0958894882002483e-62
383126,22,AHCYL2,16.828814,1.8786589,1.5008106350776297e-63,5.681220780131906e-61
383127,22,ENOX1,16.807518,1.7462974,2.1498741691912345e-63,7.965055086835525e-61
383130,22,UST,16.424788,2.378372,1.2712870816431117e-60,4.4273843905303005e-58
383132,22,DGKG,16.283625,2.1135762,1.2899784552052e-59,4.3196913154784895e-57
383134,22,PPM1E,15.951634,1.5851635,2.7753582456296725e-57,8.94950243169435e-55
383135,22,EPB41L4A,15.892166,2.5706642,7.180242525055485e-57,2.2732647834325665e-54
383137,22,CDH11,15.712851,1.5463825,1.2349842190874884e-55,3.7727684573632342e-53
383139,22,PDE3B,15.545646,1.9953438,1.7029828919697286e-54,5.026108660655743e-52
383140,22,CDH9,15.492339,2.640765,3.9081136462080635e-54,1.1341997153570169e-51
383141,22,CYP7B1,15.389541,1.7846905,1.923929297367645e-53,5.492029648370951e-51
383144,22,ENSHGLG00000001121,14.856435,1.8950967,6.320028209329471e-50,1.693086941677755e-47
383145,22,PARP8,14.803725,1.8248376,1.3858931218411757e-49,3.6564480197909687e-47
383147,22,MTMR12,14.499426,2.074129,1.2216684755394597e-47,3.0389875949383726e-45
383148,22,FGFR2,14.349023,2.6026275,1.080486542522247e-46,2.649931290836604e-44
383150,22,FAM135B,14.2674265,1.8946263,3.492305213327631e-46,8.217771713469465e-44
383151,22,GPR39,14.262654,1.9203548,3.739563775370617e-46,8.682269869403808e-44
383155,22,ZBTB20,13.998929,2.9368367,1.582373023618773e-44,3.444232682534212e-42
383158,22,ZFPM2,13.75378,1.7532321,4.833662017998754e-43,1.0020066276120512e-40
383160,22,SPHKAP,13.726683,1.6840769,7.027847795289773e-43,1.4229757402253583e-40
383161,22,CAMK2A,13.725801,1.5973569,7.113821446591359e-43,1.4238272741321302e-40
383164,22,PGAP1,13.410356,1.8101602,5.258606550391156e-41,1.006243031450123e-38
